"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",53.11295128,-3.48246485,"SJ0086858334","1",NA,NA,NA,NA,"All samples are from forest of larch, spruce and pine where FC has positve testing for Pr in larch
SJ0058958531     LFD +ve","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"woodland","Vaccinium myrtillus",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",53.11295128,-3.48246485,"SJ0086858334","1",NA,NA,NA,NA,"please test for Pr/Pk
All samples are from forest of larch, spruce and pine where FC has positve testing for Pr in larch
SJ0088758230     LFD -ve","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"woodland","Vaccinium myrtillus",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",53.11295128,-3.48246485,"SJ0086858334","1",NA,NA,NA,NA,"please test for Pr/Pk
All samples are from forest of larch, spruce and pine where FC has positve testing for Pr in larch
SJ0088258202     LFD +ve","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"woodland","Vaccinium myrtillus",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.63380119,-2.104251099,"SJ9304104010","1",NA,NA,NA,NA,"Faint positive, showed line almost immediately.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"Garden","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.63380119,-2.104251099,"SJ9304104010","1",NA,NA,NA,NA,"Faint positive, showed line almost immediately.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"woodland","Rhododendron ponticum",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.18981733,-0.477402285,"TQ0650044500","1",NA,NA,NA,NA,"Tag on holly bush right of sampled area taken on main track direction North after larch wood on left. TQ 07181 43985
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"Heathland","Vaccinium myrtillus",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.18981733,-0.477402285,"TQ0650044500","1",NA,NA,NA,NA,"Tag on holly bush right of sampled area taken on main track direction North after larch wood on left. TQ 07181 43985
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2013,"woodland","Vaccinium myrtillus",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"kalmia plant in rhs wisey garden with suspect P ramorum. please verify     positive lfd","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Kalmia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants held in reception house     positive lfd
","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants held in reception house     Phytophthora ramorum:  Another Phytophthora also present.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants held in reception house     positive lfd
","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants tested by wisley and found positive for P ramorum please verify     positive dna analysis from THS Wisley","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants in batch in garden positive lfd please verify for P.ramorum     positive lfd","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.31386086,-0.473299889,"TQ0650058300","1",NA,NA,NA,NA,"plants linked to previous sample batch. some suspicious leaf spots tested positive on lfd P. ramorum please verify     positive lfd on site","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.61654728,-3.981184193,"SS6293092717","1",NA,NA,NA,NA,"Sample 1 was taken from the ornamental garden in border 4      Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Office","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.61654728,-3.981184193,"SS6293092717","1",NA,NA,NA,NA,"Sample 1 was taken from the ornamental garden in border 4      Weather was very dry, but this sample was taken along a shoot which was showing die back.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Office","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.61654728,-3.981184193,"SS6293092717","1",NA,NA,NA,NA,"Sample 2 taken from near Bryn mill gate within park on far side.     Phytophthora ramorum:  Another Phytophthora spp. also detected in addition to P. ramorum.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Office","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.61654728,-3.981184193,"SS6293092717","1",NA,NA,NA,NA,"Sample 2 taken from near Bryn mill gate within park on far side.     Shoot infection and die back","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Office","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.60131025,-3.139247265,"NY2650023500","1",NA,NA,NA,NA,"one large Rhododendron showing small area of die back on lower branch.     LFD positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.60131025,-3.139247265,"NY2650023500","1",NA,NA,NA,NA,"one large Rhododendron showing small area of die back on lower branch.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.60131025,-3.139247265,"NY2650023500","1",NA,NA,NA,NA,"One Large plant towards the west end of the park with small area of die back on one branch.     LFD positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11826807,-4.080243743,"SS5450037500","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; ""High Summer""; Far side of garden opposite house; SX 54509 37404; LFD +ve;     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK3 from Ed Krolik (several bushes); SX 49493 68279; public footpath, garden house; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Kalmia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; Arboretum, just above polytunnels; SX 49700 68318; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK3 from Ed Krolik; 'Pegasus', 1 main stem; Arboretum, just above hexagonal hut below house; SX 49625 68282; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; SX 49638 68290; end of Annexe Terrace below house; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Pieris",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK2 from Ed Krolik; SX 49628 68279; just below main lawn by house; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK4 from Ed Krolik; SX 49487 68270; Public footpath, garden side; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK10 from Ed Krolik; Path above South African Garden; SX 49516 68193; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Kalmia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK6 from Ed Krolik; Far garden, just below hexagonal hut; SX49523 68233; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK7 from Ed Krolik; Far garden, LHS of hexagonal hut; SX49534 68242; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK8 from Ed Krolik; Far garden, downhill edgeof long meadow; SX49470 68222; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK10 from Ed Krolik; Path behind sales area, near car park; SX49567 68216; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Magnolia",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK11 from Ed Krolik; Birch Wood; SX 49467 68203; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Pieris",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK12 from Ed Krolik; ""Borde Hill""; Cottage Garden end of Birch Wood; SX 49474 68212; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron augustinii",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK7 from Ed Krolik; Main drive between plant sales and house; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron linearifolium",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK2 from Ed Krolik; By entrance; SX 49620 68227; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron Unknown",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; By entrance; SX 49614 68224; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK5 from Ed Krolik; ""Brambling"" ;Main drive between plant sales and house; SX 49628 68242; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK6 from Ed Krolik; Main drive between plant sales and house; SX 49618 68238; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK8 from Ed Krolik; ""Yellow Hammer""; Main drive between plant sales and house; SX 49597 68240; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK13 from Ed Krolik; Birch Wood; SX 49458 68212; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK14 from Ed Krolik; Far end of Birch Wood; SX 49458 68214; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK16 from Ed Krolik; Far end of Wild Flower Meadow; SX 49458 68214 (GPS froze); LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK17 from Ed Krolik; By wooden bridge on public footpath; SX 49458 68214 (GPS froze); LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK5 from Ed Krolik;  Stem canker; LHS of drive going down; SX49574 68238; No LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK9 from Ed Krolik; Path above South African Garden; SX49549 68214; LFD -ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Vaccinium",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; 2 out of 3 bushes showing same symptoms; car park internal hedge; SX 49648 68189; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Viburnum plicatum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; Main drive between plant sales and house; SX 49628 68247; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Viburnum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.4942526,-4.121789988,"SX4960068200","1",NA,NA,NA,NA,"Sample EK15 from Ed Krolik; Far end of Wild Flower Meadow; SX 49458 68214; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Viburnum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01322984,-1.458257102,"SU3810023900","1",NA,NA,NA,NA,"Brentry side (BL400?)Plant is rh front- one of 5 planted together on corner in from gate where 2nd path to rhs goes off. Some dieback from leaf and petiole     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron hybrids",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01322984,-1.458257102,"SU3810023900","1",NA,NA,NA,NA,"right hand plant of 3. LFD was combind test of all 3 plants - showed +ve.
tag no 76.6267T symptoms at base - dieback from tip & some from petiole      Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron oreotrephes",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01322984,-1.458257102,"SU3810023900","1",NA,NA,NA,NA,"left hand plant of 3. LFD was combind test of all 3 plants - showed +ve.
tag no 76.6262Y symptoms at base - dieback from tip & some from petiole      Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron oreotrephes",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01322984,-1.458257102,"SU3810023900","1",NA,NA,NA,NA,"middle plant of 3. LFD was combind test of all 3 plants - showed +ve.
tag no 76.6266V symptoms at base - dieback from tip & some from petiole      LFD was result of combine sample of all 3 plants (samples 1, 2 and 3)","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron oreotrephes",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01322984,-1.458257102,"SU3810023900","1",NA,NA,NA,NA,"middle plant of 3. LFD was combind test of all 3 plants - showed +ve.
tag no 76.6266V symptoms at base - dieback from tip & some from petiole      Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2014,"Garden","Rhododendron oreotrephes",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
