"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran House, Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran House, Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran House, Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran House, Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.19066307,-5.05504643,"Strachur House, Argyll","6703427.332",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.19066307,-5.05504643,"Strachur House, Argyll","6703427.332",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.3541462,-4.78956385,"Culzean Castle, Ayrshire","61034.19144",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.6614969,-5.75380315,"Achamore Gardens, Isle of Gigha","7306231.657",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.6614969,-5.75380315,"Achamore Gardens, Isle of Gigha","7306231.657",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",57.07584743,-5.91281197,"Armadale Castle, Skye","5549200.507",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.94146737,-5.00489937,"Achnacarry Castle, Spean Bridge, Lochaber","10154780.66",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06212418,-4.46922029,"Buchanan Castle, Drymen, Stirlingshire","1394847.45",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06212418,-4.46922029,"Buchanan Castle, Drymen, Stirlingshire","1394847.45",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06212418,-4.46922029,"Buchanan Castle, Drymen, Stirlingshire","1394847.45",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06212418,-4.46922029,"Buchanan Castle, Drymen, Stirlingshire","1394847.45",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06212418,-4.46922029,"Buchanan Castle, Drymen, Stirlingshire","1394847.45",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran, Isle of Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.19066307,-5.05504643,"Strachur House, Argyll","6703427.332",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.6614969,-5.75380315,"Achamore Gardens, Isle of Gigha","7306231.657",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.89302254,-5.44273237,"Stonefield Castle, Tarbert, Mull of Kintyre","9607735.897",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.58859383,-5.15998704,"Strabane, Brodick, Arran","603235.7585",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.51713411,-5.91118985,"Glen Forsa  , Mull","101163.0544",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.96976118,-4.32444707,"Mugdock Counrty Park, East Dunbartonshire","645493.3536",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.74628917,-4.96011942,"Logan House, Port Logan, Galloway","3906908.23",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.74628917,-4.96011942,"Logan House, Port Logan, Galloway","3906908.23",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.90979976,-4.94617616,"Castle Kennedy, Stranraer","959359.3701",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.90979976,-4.94617616,"Castle Kennedy, Stranraer","959359.3701",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.90979976,-4.94617616,"Castle Kennedy, Stranraer","959359.3701",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.92079616,-3.94919472,"Threave Garden, Castle Douglas","952228.6225",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.51713411,-5.91118985,"Glen Forsa  , Mull","101163.0544",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.38224808,-6.08494194,"Tiroran  , Tiroran, Isle of Mull","2974681.456",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.27455432,-3.91278649,"Braco Castle, Dunblane","6206902.733",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora gonapodyides",56.39834942,-3.293627692,"Glencarse, Perthshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","stream baiting",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora gonapodyides",56.39834942,-3.293627692,"Glencarse, Perthshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","stream baiting",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2010,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora plurivora",55.43862405,-4.638966649,"Bellisle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Gardens, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Pieris formosa",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Gardens, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.59371763,-5.151015147,"Brodick Castle, Arran","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.59371763,-5.151015147,"Brodick Castle, Arran","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
